r_mean,g_mean,b_mean,r_std,g_std,b_std,r_mean_by_std,g_mean_by_std,b_mean_by_std,flavor
175.23448358044203,166.2427592132661,141.63816136072853,8.19831210259027,11.119593055440557,24.69129660356102,21.374458716334598,14.950435540617866,5.736359804624486,aw_cream_soda
171.44582208651508,164.5860777358612,148.21087314662273,9.298056761024494,12.616121152763414,25.478485869250964,18.43888744637267,13.045695720812775,5.817098940149066,aw_cream_soda
169.48013123071482,162.24672106155404,142.44725281426463,10.154014711177432,12.713831277390804,25.89438110168956,16.69094796998402,12.761434183107323,5.501087369296894,aw_cream_soda
171.5788649979102,162.2575790646914,138.46110620907444,12.699133787509044,15.327638353538399,27.950955744239245,13.511068382213308,10.585947771088565,4.953716340723397,aw_cream_soda
169.024047075067,162.70522745826418,147.11564767482847,12.328121564033713,15.748422675161445,28.93906010640632,13.710446169526818,10.331525309825748,5.083635996950055,aw_cream_soda
167.62115783195756,160.20925577288716,141.54960190475302,16.378449701659928,20.113320850045614,34.62181591509271,10.234250547838446,7.965330885303499,4.0884511156749355,aw_cream_soda
174.5396175238095,165.6586758095238,141.5106742857143,7.800258504531769,10.710901286464498,24.23949292968917,22.376132460533974,15.466361922209924,5.838021228257142,aw_cream_soda
170.4458094626948,163.66534975478638,147.6263990578024,8.999176249310818,12.370266630489793,25.160094710059482,18.94015682554812,13.230543418634959,5.867481850089322,aw_cream_soda
168.79737741961287,161.32975973844185,140.9416868301072,9.7119190226046,11.997893636133908,24.67973393793586,17.380435012558802,13.446506914560986,5.710826834055211,aw_cream_soda
171.02202155848832,161.47036467944085,137.20989239465737,12.212082284214045,14.58431464127781,26.8514240022507,14.004329284577457,11.071508579664979,5.109967068530755,aw_cream_soda
167.81022500623286,160.95655112503115,144.2898104431563,12.250256772274431,15.406844159022747,28.319533393978254,13.69850674363265,10.44708114547714,5.095063129600768,aw_cream_soda
168.31899395231974,161.286383954657,143.34465130886994,16.445070895871687,20.218409775429137,34.90183386914315,10.235224586023156,7.977204228527596,4.107080786823684,aw_cream_soda
174.96570705647383,166.02812358325266,141.76836410865917,8.012886442672295,10.947117081489091,24.553162830845345,21.8355405768265,15.166378723033493,5.773934913613661,aw_cream_soda
170.7677618729097,163.78833177257525,147.11005752508362,9.181031042546097,12.434688529901209,25.190579058315162,18.60006366186429,13.171888574347468,5.839883917893664,aw_cream_soda
168.7074539450246,161.18849503634624,140.42721532580217,10.005406525821092,12.264001725191303,24.91095989928329,16.861629111184932,13.143221816843955,5.637165966047032,aw_cream_soda
171.19910741549808,161.59908157752565,137.19797994033777,12.44782845267729,14.826503505968835,27.127231890371274,13.753331198798486,10.899338573822837,5.057573898243402,aw_cream_soda
