r_mean,g_mean,b_mean,r_std,g_std,b_std,r_mean_by_std,g_mean_by_std,b_mean_by_std,flavor
107.86491756931672,105.9885096623294,115.49581601834821,54.967292733392995,56.55270881254127,51.317433022447354,1.9623472833652595,1.8741544284581666,2.2506156137589315,island_punch
118.19079668926054,116.93596739216822,124.46572885089184,55.81605904882326,57.262082867084416,52.38621430309419,2.117505225259222,2.0421186505492233,2.3759252411476557,island_punch
119.3343545751634,117.90859668335419,126.77913146641636,54.483151514053866,55.962100326012134,49.87368134679929,2.19029830798942,2.1069365873773016,2.542004681484227,island_punch
108.4067069850223,106.43183438187621,116.07429970469609,56.643885577889066,58.29800919201455,52.642705645517914,1.9138289310318577,1.8256512676329069,2.204945552880769,island_punch
133.03194584486366,132.05454009739515,138.18156391908119,53.67453567033221,55.003666617891874,49.576231579313145,2.4784927188181536,2.400831584824561,2.787254285312414,island_punch
113.19760466280941,111.7477881135299,118.68884058434293,58.65768468346316,60.151274835026044,55.49470201638197,1.929800081160077,1.8577792144890541,2.138741830694147,island_punch
105.51433760386205,103.50292438379056,113.13745764285383,54.366137114090485,55.937619615490036,50.73839787084127,1.9408099086097308,1.850327652396723,2.2298192767310954,island_punch
113.06323536651405,111.67675872593905,119.61123910796042,55.42015561252127,56.88352101196383,52.07025797491666,2.0401103915516483,1.9632532715837163,2.2971124737960715,island_punch
115.49380385814948,113.97365600092411,123.21182626776019,53.91148572981554,55.38552791407847,49.38295968799266,2.142285679844955,2.0578237726240594,2.4950271722518655,island_punch
105.51672649385287,103.45533740706234,113.23665305712355,56.02127794317891,57.647433197282005,52.108884315263566,1.8835115935926356,1.7946217492982866,2.1730776727444656,island_punch
120.37818444787393,119.09222781452846,126.56775458133961,55.217479623097454,56.599702218951066,50.986421121138214,2.1800738691723947,2.104114034979026,2.482381618443631,island_punch
110.87814492710788,109.36927632502568,116.54798392161788,58.504246994694505,59.998831209952144,55.35227166616577,1.8952153155165459,1.8228567810315004,2.10556821632414,island_punch
105.46663662790698,103.52686046511629,113.20979069767442,54.35648056951159,55.913413901282894,50.738536906354994,1.9402771394118357,1.8515567775542487,2.2312387703772143,island_punch
113.17779593082051,111.81335118018016,119.74004788138409,55.440497467591484,56.873780034293986,52.09361848762624,2.0414282176486633,1.9659912021454964,2.2985550122579,island_punch
115.09942646618148,113.51978099324256,122.8760293526664,53.82242320632272,55.30689558842119,49.28560703591662,2.1385032410183333,2.05254299279471,2.493142252729507,island_punch
105.66702732809233,103.56387131235105,113.41917303530829,56.038410501783865,57.70126715236175,52.111086724484494,1.8856178535743557,1.7948283707338326,2.1764883475749524,island_punch
120.45086900199709,119.17519990130235,126.6357189121668,55.14507459329982,56.53112666291141,50.91977994767341,2.1842543489211637,2.1081341720275684,2.4869651644665627,island_punch
110.56811764118477,109.05652198837568,116.21673820139321,58.40453933032984,59.87935498051905,55.26983437615485,1.8931425349633066,1.8212708207003194,2.1027155140441813,island_punch
107.65198102269163,105.74926418335141,115.17990465312323,54.46917596749851,56.03664807736192,50.81871028707169,1.9763835070118747,1.8871447135338695,2.2664861820081463,island_punch
114.79597323281027,113.4389653526587,121.27129540340727,55.26899440333502,56.708811793885026,51.898247876323374,2.077041105453572,2.000376339482587,2.336712709307721,island_punch
115.19335572539053,113.6338127849615,123.031749850512,53.64879391961655,55.05580393049866,49.184859956982145,2.1471751237872723,2.0639751792274352,2.5014150687450876,island_punch
