r_mean,g_mean,b_mean,r_std,g_std,b_std,r_mean_by_std,g_mean_by_std,b_mean_by_std,flavor
159.10669730097143,138.40816434903283,128.55739329915886,30.641955000900463,39.17109943273292,49.82860316758563,5.192446020376175,3.5334255702144906,2.579991914820275,tutti_fruitti
161.29817338633353,128.5282667676194,117.46719824594612,25.40961706056279,38.15395091850383,45.3544472953741,6.347918309901558,3.36867516137853,2.589981914693669,tutti_fruitti
171.61173210946797,134.5300662927078,121.0170491245963,14.376455967619119,36.15071213793099,48.38489380293135,11.936998415742968,3.721366975549914,2.501132887001699,tutti_fruitti
170.6126023545254,140.98764319732268,135.55528051988344,17.705979817635523,33.679662097291896,38.638344133411714,9.635874665608265,4.186135917576773,3.5083097777646426,tutti_fruitti
160.6475036231884,140.4860929951691,135.70862801932367,24.872751784404212,41.285513798302716,48.25373696779727,6.45877484790075,3.4027938632786157,2.8123962318170403,tutti_fruitti
158.11725446885697,137.00349975132383,126.68048038383897,30.944064018335215,38.91136548635658,49.60322016819335,5.109776607725737,3.520912156098997,2.5538761385711246,tutti_fruitti
160.31931903949905,127.24857134870274,115.87613163958453,25.523169184949246,37.714143982895926,44.78311655242642,6.2813249356995104,3.3740278290927765,2.5874959261473323,tutti_fruitti
171.37898495016864,133.72516916342883,119.8287415071994,14.43660193575672,35.91664482620612,48.14835008468566,11.871144311716144,3.723208830070285,2.488740347206888,tutti_fruitti
169.9807864255926,139.53237640859732,133.87185262540015,17.8618967138931,33.35985810882761,38.19325155836251,9.5163906245959,4.182642982275593,3.5051179766884384,tutti_fruitti
159.92089290925009,139.75576184223326,134.80680746036379,24.985131435322845,41.2263264133546,48.17264364313093,6.400642451020337,3.389963986627769,2.7984099950799823,tutti_fruitti
157.94871599454171,136.6689276485788,126.41789696019511,30.920507815457952,38.953823345204356,49.54001170190363,5.1082186921774655,3.508485584006332,2.5518342167718413,tutti_fruitti
160.62286531240673,127.8339539048876,116.67698072300514,25.581378849305196,38.10790388508631,45.28110102157407,6.27889787562289,3.3545259873219098,2.5767257882579906,tutti_fruitti
171.2963810691599,133.90391185135988,120.17702617551389,14.42373020172274,36.0531524340129,48.290400102032244,11.876011175576524,3.7140694450073553,2.488631817537092,tutti_fruitti
169.8833156151613,139.21381404096988,133.53082280465034,17.755358448074247,33.311362882999134,38.16362725020837,9.56800258986531,4.179168967956558,3.498902814693047,tutti_fruitti
160.18427402714053,139.84448571359212,134.90529580268492,24.930279355639374,41.24417865244922,48.18958606434131,6.425289975377107,3.3906478509855758,2.799469902533783,tutti_fruitti
173.9226261320554,130.47943580487268,113.30724515452704,14.216523626416464,37.6702182903748,51.578256020898195,12.233836534332536,3.46372921970064,2.1968025655737144,tutti_fruitti
153.81748591909883,127.57128593372833,115.44701558042571,31.942316950577784,38.88171913223124,49.16298987656549,4.815476790775396,3.2810093992983282,2.348250500432965,tutti_fruitti
167.01002120890774,135.74916578296217,124.08266171792152,17.286157344434375,35.81265248913092,46.13786730466424,9.66148912572984,3.7905364821598124,2.689388759531535,tutti_fruitti
143.36542222099814,127.48361242701333,127.61157320700671,45.35800221051629,45.40754213403216,45.052716761208536,3.1607525736166298,2.8075426776175707,2.832494517109417,tutti_fruitti
167.94245476973686,140.7634765625,132.64084087171054,18.64350656719845,32.18122045799188,39.30619523719116,9.008093738396632,4.374087575275375,3.3745530461876654,tutti_fruitti
150.45650206511175,135.68401664237123,135.79326409135084,34.332203679368604,40.0227563684848,40.81881165166311,4.382372406683763,3.3901717161393004,3.326732420585255,tutti_fruitti
165.58083323834492,139.3520688476006,130.7046819787986,21.150016126751733,35.31969778347589,43.98210871613515,7.828875034705479,3.9454490721264226,2.9717693351717047,tutti_fruitti
164.7408511461294,143.68395881333984,138.597664855956,22.76663476318953,36.98255430256306,43.16876959173021,7.2360650952459755,3.8851821223008898,3.210600305886573,tutti_fruitti
168.56349768204961,153.8457132514363,151.5809954341632,18.906391960060855,37.04406769588192,43.18438093315045,8.915688304682066,4.1530458942698365,3.510088419903739,tutti_fruitti
174.40597712604404,130.6595521703366,113.41789262212099,14.186758638195641,37.58690243138595,51.548601665569905,12.29357470398369,3.4761989873694086,2.200212788659882,tutti_fruitti
167.92676716126053,136.10598132648568,124.2775993037723,17.1367708198333,35.65980974062948,45.99763970702628,9.799207150912583,3.81678932996133,2.7018255739932786,tutti_fruitti
143.25285925353538,126.58828537800817,126.66535375325098,45.47838404608394,45.077643141890455,44.5258662022309,3.149910935893744,2.8082276835003874,2.8447588908872166,tutti_fruitti
153.9576208368479,127.53605296117374,115.50318592278565,31.883306957587827,38.876592154598804,49.15756571933644,4.828784575001807,3.2805358158453504,2.349652270868078,tutti_fruitti
168.3196695243363,140.78770395464602,132.63902793141594,18.668816214211333,32.11800197868303,39.214272347546,9.016086911617121,4.383451500130298,3.382417165767361,tutti_fruitti
151.2751824817518,136.31882363630857,136.49769815549564,34.32180864379945,40.10821804078947,40.9318015449627,4.407552761910788,3.398775370615427,3.334759111581147,tutti_fruitti
165.60697871160113,139.79291588655434,131.43027251924278,21.029774477629967,35.393536115295724,44.078928344679575,7.874881344436788,3.949673619249963,2.981702991767646,tutti_fruitti
164.77445431324742,143.79213315420213,138.8151133668375,22.674940122491265,36.99099278794458,43.10926142155227,7.2668087952218094,3.8872201667716313,3.2200763545774307,tutti_fruitti
169.25030625276932,153.62140181743194,151.14637502510584,19.166449322230196,37.62505690960996,43.85097367721586,8.830550896897968,4.082954669982039,3.446819131946405,tutti_fruitti
174.56425833202942,131.20436942575498,114.18236582694414,14.270817945380486,37.82613481710057,51.82008583534824,12.23225318970147,3.4686168719104673,2.203438376959547,tutti_fruitti
168.25690259726625,137.11257619977465,125.54442158159587,17.223160398497324,35.997237125954044,46.42945132407609,9.769223458660132,3.8089749977204876,2.703982450821997,tutti_fruitti
144.14476416080262,127.87221486797185,128.01423395805756,45.337678904824266,45.36653677904607,44.87867920294792,3.179359147683772,2.8186461640385465,2.852451013078138,tutti_fruitti
155.01177386534548,129.334265239317,117.65515349907105,31.891451845274084,39.530738170329315,49.94671684245476,4.860605739036503,3.271739188933025,2.3556133603373115,tutti_fruitti
168.69169898830995,141.54510225392607,133.60891941739672,18.700892907065352,32.331877580230504,39.45261260793391,9.02051574898741,4.377880681463256,3.386567088602087,tutti_fruitti
151.43359995666617,136.55770619673552,136.73123405074872,34.30924201775013,40.12798477644346,40.931762550511486,4.413784480529209,3.4030541767175833,3.3404677817627992,tutti_fruitti
